id	emotion
34898_0067_A_1795	0.4368663430213928,0.054953306913375854,0.0601387694478035,1.2984681129455566,0.11675193905830383,1.2279667854309082
34898_0067_A_1798	0.012876142747700214,0.02555450052022934,0.022888487204909325,0.032279569655656815,0.09196972101926804,0.5500328540802002
34898_0067_A_1804	0.44490188360214233,0.3871691823005676,0.009736863896250725,0.016095712780952454,0.007495454046875238,0.07463148981332779
34898_0069_A_1814	0.022747918963432312,0.02133563905954361,0.0077395131811499596,0.04704311862587929,0.1947198361158371,0.7166683673858643
34898_0069_A_1815	0.006278942339122295,0.014807377941906452,0.15264920890331268,0.13657116889953613,0.10307459533214569,0.17348454892635345
34898_0069_A_1810	0.0051522888243198395,0.013883077539503574,0.00417228601872921,0.021003637462854385,0.11138324439525604,0.11484384536743164
34898_0069_A_1816	0.102204829454422,0.0427415668964386,0.009399082511663437,0.11965640634298325,0.0484282560646534,0.23317945003509521
34898_0069_A_1817	0.11353978514671326,0.047205571085214615,0.009517460130155087,0.12048947811126709,0.05770869925618172,0.2813913822174072
34898_0069_A_1823	0.00743058230727911,0.025822915136814117,0.3250192403793335,0.060666151344776154,0.02134942077100277,0.021936453878879547
34898_0069_A_1824	0.005813862197101116,0.02802937850356102,0.5433557033538818,0.03712504729628563,0.012599239125847816,0.01800171658396721
34898_0067_A_1787	0.023914281278848648,0.015771765261888504,0.08695223182439804,0.059565480798482895,0.07333818823099136,0.24403291940689087
34898_0067_A_1801	0.001833299989812076,0.002673543058335781,0.010967068374156952,0.04973156377673149,0.09651482105255127,0.1439734250307083
34898_0067_A_1803	0.01807241514325142,0.027868986129760742,0.10910544544458389,0.3992667496204376,0.07190481573343277,0.5720351934432983
34898_0067_A_1805	0.3011050224304199,0.42206838726997375,0.012662254273891449,0.013567076995968819,0.009890235960483551,0.11498701572418213
34898_0068_A_1809	0.12430676817893982,0.019882971420884132,0.06992045044898987,0.33762893080711365,0.20352518558502197,0.6773647665977478
34898_0069_A_1818	0.02539489045739174,0.022027425467967987,0.010158423334360123,0.0783194750547409,0.011919577606022358,0.3566032648086548
34898_0067_A_1779	0.007156339008361101,0.01084576640278101,0.011885065585374832,0.014341350644826889,0.008400555700063705,0.03888591378927231
34898_0067_A_1781	0.05480089411139488,0.6274611949920654,0.05823875963687897,0.02303234115242958,0.004230445250868797,0.12238149344921112
34898_0067_A_1788	0.012836795300245285,0.025490015745162964,0.066495381295681,0.3825662434101105,0.20523472130298615,0.40184861421585083
34898_0067_A_1790	0.010512972250580788,0.07775238901376724,0.0634695440530777,0.026035573333501816,0.07391542196273804,0.09128892421722412
34898_0067_A_1793	0.014194549061357975,0.02182944118976593,0.023293044418096542,1.1559025049209595,0.04150136560201645,0.37715786695480347
34898_0067_A_1792	0.013136490248143673,0.016714759171009064,0.5642233490943909,0.0993141233921051,0.08799432963132858,0.36576658487319946
34898_0067_A_1796	0.4368663430213928,0.054953306913375854,0.0601387694478035,1.2984681129455566,0.11675193905830383,1.2279667854309082
34898_0067_A_1799	0.28875210881233215,0.026832623407244682,0.02710067108273506,0.2964920103549957,0.3220088481903076,1.2914992570877075
34898_0067_A_1800	0.03741562366485596,0.01248188316822052,0.006876440718770027,0.24467186629772186,0.1542624682188034,0.26049143075942993
34898_0067_A_1797	0.01852317340672016,0.0322255939245224,0.02966780588030815,0.04181106388568878,0.10810744762420654,0.7919699549674988
34898_0067_A_1802	0.05895764380693436,0.2556002736091614,0.011221432127058506,0.06503692269325256,0.015588315203785896,0.048349663615226746
34898_0069_A_1811	0.005152752157300711,0.010653126984834671,0.005628631915897131,0.011131527833640575,0.048283860087394714,0.12527137994766235
34898_0069_A_1813	0.014812681823968887,0.0078539764508605,0.014203665778040886,0.5061948895454407,0.12579849362373352,0.9191097021102905
34898_0067_A_1807	0.012819794937968254,0.03714624419808388,0.013649623841047287,0.15970666706562042,0.027234502136707306,0.4471466541290283
34898_0068_A_1808	0.16103993356227875,0.06558535248041153,0.0015507526695728302,0.0034296922385692596,0.004107303451746702,0.032864563167095184
34898_0069_A_1812	0.02165467105805874,0.021158870309591293,0.12118669599294662,0.5674023628234863,0.16023331880569458,0.3305005431175232
34898_0069_A_1820	0.09136822819709778,0.043923817574977875,0.013097451999783516,0.1518675833940506,0.11842949688434601,0.4747735261917114
34898_0069_A_1822	0.006964101456105709,0.014131184667348862,0.004709411412477493,0.024338919669389725,0.08191549777984619,0.037328511476516724
34898_0069_A_1819	0.02910906821489334,0.025567950680851936,0.01541794091463089,0.14305981993675232,0.01253906637430191,0.34711411595344543
34898_0069_A_1821	0.09538750350475311,0.038039885461330414,0.013314712792634964,0.13457319140434265,0.11068634688854218,0.39847081899642944
34898_0069_A_1825	0.018355201929807663,0.06283366680145264,0.12686437368392944,0.008807836100459099,0.013953748159110546,0.0382121205329895
34898_0070_A_1828	0.013994105160236359,0.02266688644886017,0.022473979741334915,0.015917126089334488,0.02113698422908783,0.02182193100452423
34898_0070_A_1829	0.006044832058250904,0.00949866883456707,0.004254212602972984,0.008482934907078743,0.03892907500267029,0.03713739290833473
34898_0071_A_1832	0.011566760018467903,0.015880469232797623,0.020454274490475655,0.01238442026078701,0.12527872622013092,0.02211112156510353
34898_0072_A_1837	0.0044834185391664505,0.07925641536712646,0.02627384103834629,0.0660078376531601,0.050188884139060974,0.2687574326992035
34898_0072_A_1838	0.09083300828933716,0.0262388177216053,0.0014627198688685894,0.021987343207001686,0.07752347737550735,0.05619460344314575
34898_0072_A_1840	0.16625964641571045,0.05988651514053345,0.0029870597645640373,0.02025345340371132,0.026618583127856255,0.08649003505706787
34898_0072_A_1842	0.006350231356918812,0.03546677529811859,0.018222978338599205,0.1462317705154419,0.046229030936956406,0.022667797282338142
34898_0072_A_1848	0.004429954569786787,0.23388925194740295,0.028541304171085358,0.038701772689819336,0.022586744278669357,0.26689469814300537
34898_0072_A_1845	0.014714136719703674,0.019955694675445557,0.02696271985769272,0.424821674823761,0.07370210438966751,0.10334450751543045
34898_0072_A_1851	0.021648336201906204,0.011106299236416817,0.07158859074115753,0.028367910534143448,0.6763138771057129,0.48882991075515747
34898_0073_A_1855	0.0033742866944521666,0.034919001162052155,1.415387749671936,0.03239724040031433,0.04131601005792618,0.03411269560456276
34898_0072_A_1853	0.02312474697828293,0.010262632742524147,0.0037892302498221397,0.031244944781064987,0.06089916080236435,0.13578443229198456
34898_0073_A_1860	0.22713208198547363,0.04355805739760399,0.001908005215227604,0.03328832611441612,0.039316751062870026,0.21109077334403992
34898_0073_A_1861	0.005713942460715771,0.003759048879146576,0.008057883940637112,0.05054134875535965,0.20584234595298767,0.14931920170783997
34898_0073_A_1862	0.007676285691559315,0.004408452194184065,0.009010415524244308,0.038418710231781006,0.22197604179382324,0.06779157370328903
34898_0073_A_1865	0.0486428327858448,0.02161640301346779,0.03088955581188202,0.2309652417898178,0.09189346432685852,0.07311797142028809
34898_0074_A_1869	0.009578032419085503,0.014180732890963554,0.004846254829317331,0.005798943340778351,0.01924801617860794,0.10510162264108658
34898_0072_A_1839	0.015829887241125107,0.1910136491060257,0.06965102255344391,0.06576523184776306,0.16143931448459625,0.32030409574508667
34898_0072_A_1846	0.014866823330521584,0.02548794262111187,0.049593858420848846,0.44117090106010437,0.07715007662773132,0.1271866261959076
34898_0072_A_1852	0.026424281299114227,0.028827499598264694,0.06577130407094955,0.19271865487098694,0.18307504057884216,0.6164530515670776
34898_0073_A_1867	0.05328218638896942,0.45911282300949097,0.008975110948085785,0.029757428914308548,0.0067940978333354,0.07332807779312134
34898_0069_A_1826	0.008858583867549896,0.01407806295901537,0.01625608652830124,1.7000716924667358,0.0417923741042614,0.1565520018339157
34898_0070_A_1827	0.010647490620613098,0.021131832152605057,0.019064083695411682,0.013331308960914612,0.01888216659426689,0.018771018832921982
34898_0070_A_1830	0.045849621295928955,0.012445028871297836,0.06694132089614868,0.14313513040542603,0.10061278939247131,0.35376304388046265
34898_0072_A_1834	0.004019398707896471,0.006253046449273825,0.07935168594121933,0.039330948144197464,0.03739552944898605,0.07917337119579315
34898_0072_A_1835	0.006047059781849384,0.044176336377859116,0.30465444922447205,0.08067935705184937,0.02512490004301071,0.043935440480709076
34898_0072_A_1836	0.005932535044848919,0.03684147447347641,0.5652347803115845,0.11114132404327393,0.0362643264234066,0.03478410094976425
34898_0072_A_1841	0.3020756244659424,0.06310227513313293,0.0030569862574338913,0.018984004855155945,0.02867851033806801,0.08853165805339813
34898_0072_A_1843	0.004603839945048094,0.028340227901935577,0.015017002820968628,0.2565322518348694,0.04915791004896164,0.03424033895134926
34898_0072_A_1844	0.013356128707528114,0.01730012521147728,0.027513105422258377,0.3280051350593567,0.05588430166244507,0.08903813362121582
34898_0072_A_1847	0.01536756381392479,0.024816473945975304,0.03039487823843956,0.4806221127510071,0.0864093080163002,0.0988275334239006
34898_0072_A_1849	0.05559111386537552,0.04131333529949188,0.08051496744155884,0.049547430127859116,0.1411401331424713,0.3841729164123535
34898_0072_A_1850	0.007913652807474136,0.18276649713516235,0.031384654343128204,0.04882688820362091,0.0647059753537178,0.40942633152008057
34898_0073_A_1856	0.0028996053151786327,0.024587592110037804,1.4394152164459229,0.030529413372278214,0.04117497801780701,0.02744254656136036
34898_0073_A_1859	0.06583687663078308,0.3574504852294922,0.05048944056034088,0.25163769721984863,0.021609019488096237,0.10600733757019043
34898_0073_A_1857	0.0068201967515051365,0.01921788975596428,0.8396102786064148,0.10139346122741699,0.05116044729948044,0.05751069635152817
34898_0073_A_1858	0.07343985140323639,0.18833154439926147,0.025664275512099266,0.014237112365663052,0.015199379995465279,0.07372727990150452
34898_0073_A_1863	0.019946377724409103,0.016696657985448837,0.04342830926179886,0.03223182633519173,0.10576455295085907,0.036436207592487335
34898_0073_A_1864	0.009237295016646385,0.1774495542049408,0.018759984523057938,0.019766055047512054,0.028178779408335686,0.03314816206693649
34898_0074_A_1868	0.021906891837716103,0.027783621102571487,0.005555848125368357,0.006812090054154396,0.01254900824278593,0.06782352924346924
34898_0073_A_1866	0.024488694965839386,0.16947707533836365,0.06550292670726776,0.12380547821521759,0.04461359977722168,0.21181194484233856
34898_0074_A_1870	0.03879892826080322,0.12449926137924194,0.0061742449179291725,0.00906253419816494,0.024017058312892914,0.09283705800771713
34898_0074_A_1871	0.06069647893309593,0.1724858283996582,0.007871776819229126,0.009317386895418167,0.03215227276086807,0.08196474611759186
34898_0074_A_1875	0.006486563943326473,0.02120833843946457,0.016182266175746918,0.016804464161396027,0.021764490753412247,0.041505116969347
34898_0074_A_1876	0.006045217625796795,0.026806313544511795,0.021217359229922295,0.019633609801530838,0.03730406612157822,0.04045145958662033
34898_0074_A_1883	0.005174742080271244,0.0024684336967766285,0.025184106081724167,0.021197255700826645,0.06766700744628906,0.07589253038167953
34898_0074_A_1882	0.003607437713071704,0.001364678842946887,0.02971906028687954,0.01772257685661316,0.049316853284835815,0.11399395018815994
34898_0074_A_1884	0.006218782626092434,0.003981392364948988,0.0293398629873991,0.052294954657554626,0.0629878044128418,0.0846211314201355
34898_0074_A_1887	0.010140713304281235,0.010741223581135273,0.3734445571899414,0.43616729974746704,0.028539609163999557,0.07025423645973206
34898_0074_A_1890	0.04877782613039017,0.06835930049419403,0.012698302045464516,0.7142002582550049,0.024453938007354736,0.09045806527137756
34898_0075_A_1898	0.005021096207201481,0.015834098681807518,0.020319143310189247,0.011216912418603897,0.07168269157409668,0.021236171945929527
34898_0075_A_1904	0.037723321467638016,0.025344118475914,0.016029249876737595,0.02966206520795822,0.1993357241153717,0.16118547320365906
34898_0075_A_1906	0.17114731669425964,0.06938175112009048,0.013144157826900482,0.044562406837940216,0.03471071645617485,1.1077618598937988
34898_0075_A_1900	0.010926991701126099,0.02002837508916855,0.029486753046512604,0.07088462263345718,0.14715586602687836,0.21649999916553497
34898_0075_A_1908	0.061088927090168,0.10830506682395935,0.024842433631420135,0.06878344714641571,0.02127760648727417,0.12376601994037628
34898_0075_A_1914	0.023346036672592163,0.08655714988708496,0.038975052535533905,0.032759085297584534,0.016903461888432503,0.03797276318073273
34898_0075_A_1905	0.03208794817328453,0.02709214761853218,0.011431720107793808,0.027914144098758698,0.050027996301651,0.08768747001886368
34898_0075_A_1913	0.042468540370464325,0.19740861654281616,0.0231489185243845,0.03412438929080963,0.00969273503869772,0.05112693831324577
34898_0076_A_1918	0.16157208383083344,0.04079961031675339,0.05273532122373581,0.5611772537231445,0.05106388404965401,0.49768614768981934
34898_0074_A_1874	0.006226991303265095,0.014970974996685982,0.017995838075876236,0.018614256754517555,0.03445670008659363,0.046713169664144516
34898_0074_A_1877	0.006311704404652119,0.19756454229354858,0.052998222410678864,0.04343555495142937,0.040006451308727264,0.12610457837581635
34898_0074_A_1873	0.006327856332063675,0.013122565113008022,0.01806681416928768,0.01689746603369713,0.02966919355094433,0.03942859172821045
34898_0074_A_1878	0.08717486262321472,0.051989518105983734,0.01869353838264942,0.08781637996435165,0.1421610713005066,0.1255950927734375
34898_0074_A_1879	0.08717486262321472,0.051989518105983734,0.01869353838264942,0.08781637996435165,0.1421610713005066,0.1255950927734375
34898_0074_A_1881	0.0031852424144744873,0.0012958872830495238,0.02916787564754486,0.01805451139807701,0.04110313951969147,0.10002322494983673
34898_0074_A_1885	0.02718931809067726,0.010037112981081009,0.013594010844826698,0.23206213116645813,0.027923930436372757,0.40229833126068115
34898_0074_A_1886	0.014017004519701004,0.016393277794122696,0.05714144557714462,0.06711608171463013,0.10548178851604462,0.03125151991844177
34898_0074_A_1888	0.02492484822869301,0.04511548578739166,0.013484316878020763,0.23516486585140228,0.01736634224653244,0.2445847988128662
34898_0074_A_1892	0.00518248463049531,0.027928892523050308,0.022006822749972343,0.027118083089590073,0.03898690268397331,0.057305674999952316
34898_0074_A_1889	0.03600594773888588,0.043221332132816315,0.0065750135108828545,0.04290180280804634,0.12267233431339264,0.0423048660159111
34898_0074_A_1891	0.004637874197214842,0.04769287258386612,0.02521129697561264,0.03554770350456238,0.06056178733706474,0.07706610858440399
34898_0075_A_1897	0.004536058753728867,0.008367474190890789,0.006438598968088627,0.013318260200321674,0.08030100911855698,0.037048935890197754
34898_0074_A_1894	0.09184622764587402,0.033521004021167755,0.006220626644790173,0.2739165723323822,0.01657342165708542,0.1525191068649292
34898_0075_A_1903	0.031539421528577805,0.025887902826070786,0.015303896740078926,0.022480309009552002,0.15047401189804077,0.12607377767562866
34898_0074_A_1895	0.0648718997836113,0.035062532871961594,0.0028907014057040215,0.13347071409225464,0.03106001392006874,0.0832829400897026
34898_0075_A_1896	0.0069911889731884,0.009599527344107628,0.007092583458870649,0.016029905527830124,0.07100066542625427,0.0638398677110672
34898_0075_A_1899	0.026818983256816864,0.04102594032883644,0.09138666838407516,0.07058843225240707,0.10472433269023895,0.12827418744564056
34898_0075_A_1907	0.1328752636909485,0.03744622319936752,0.008807618170976639,0.046836383640766144,0.01861918717622757,0.5655853152275085
34898_0075_A_1901	0.03124306909739971,0.03815561905503273,0.019199879840016365,0.03891247510910034,0.09551583230495453,0.5805176496505737
34898_0075_A_1902	0.01757105067372322,0.022011281922459602,0.009569868445396423,0.031029481440782547,0.04285403713583946,0.36141061782836914
34898_0075_A_1909	0.012616857886314392,0.10990089178085327,0.047086525708436966,0.15694379806518555,0.1377335488796234,0.18483851850032806
34898_0075_A_1911	0.005373796448111534,0.06925886869430542,0.05158159136772156,0.10763092339038849,0.1538456380367279,0.22152301669120789
34898_0075_A_1912	0.054860372096300125,0.2638871967792511,0.024304065853357315,0.04563549906015396,0.006895841099321842,0.04869529604911804
34898_0075_A_1910	0.008703408762812614,0.07709665596485138,0.06306692212820053,0.04332864657044411,0.010223211720585823,0.027200717478990555
34898_0076_A_1917	0.028110697865486145,0.009398107416927814,0.008577452972531319,0.028940141201019287,0.06516747921705246,0.25814300775527954
34898_0076_A_1916	0.028123024851083755,0.00857517495751381,0.009513679891824722,0.023844026029109955,0.06493537873029709,0.2540719509124756
34898_0075_A_1915	0.00792311504483223,0.14196878671646118,0.01227253396064043,0.017849551513791084,0.012539565563201904,0.04333769157528877
34898_0077_A_1923	0.00868607871234417,0.006039743311703205,0.02254955843091011,0.007063168566673994,0.2331363558769226,0.02625245228409767
34898_0077_A_1928	0.013141356408596039,0.06819730252027512,0.007336714770644903,0.1992359161376953,0.06624429672956467,0.052716001868247986
34898_0078_A_1933	0.02008896879851818,0.012524963356554508,0.011832796968519688,0.4236457347869873,0.0504516065120697,0.031178180128335953
34898_0078_A_1938	0.08024566620588303,0.030529556795954704,0.020703060552477837,0.0070920102298259735,0.8533292412757874,0.0998118594288826
34898_0078_A_1940	0.029566386714577675,0.030448120087385178,0.10575012862682343,0.15789058804512024,0.053104326128959656,0.1372491717338562
34898_0078_A_1942	0.01981678232550621,0.08338651061058044,0.27611997723579407,0.031675562262535095,0.013371803797781467,0.04561343416571617
34898_0078_A_1953	0.21473389863967896,0.23468706011772156,0.007196645252406597,0.018382225185632706,0.01928708702325821,0.11449582874774933
34898_0078_A_1959	0.032201338559389114,0.07014938443899155,0.005627185106277466,0.3435073494911194,0.017302265390753746,0.03970235586166382
34898_0078_A_1960	0.09931569546461105,0.237010657787323,0.00473448634147644,0.02570672705769539,0.020324215292930603,0.060807377099990845
34898_0078_A_1957	0.03306276723742485,0.013648999854922295,0.005256234668195248,0.10864763706922531,0.11241845786571503,0.13335470855236053
34898_0079_A_1963	0.10686688125133514,0.4310970902442932,0.14022672176361084,0.007689441554248333,0.03684617951512337,0.13059678673744202
34898_0078_A_1939	0.006091314367949963,0.0485752634704113,0.030937453731894493,0.15920168161392212,0.030812829732894897,0.4198418855667114
34898_0078_A_1958	0.012479203753173351,0.01121628936380148,0.02442166581749916,0.0471574068069458,0.3440999984741211,0.13281291723251343
34898_0076_A_1919	0.13521534204483032,0.03407023474574089,0.05167253315448761,0.5928317904472351,0.04617810249328613,0.47024407982826233
34898_0077_A_1924	0.03157487511634827,0.14401233196258545,0.022472992539405823,0.020679567009210587,0.009138055145740509,0.07405488193035126
34898_0076_A_1920	0.02792191319167614,0.03256166726350784,0.1713949292898178,2.1355857849121094,0.12316626310348511,0.21713308990001678
34898_0077_A_1926	0.010044852271676064,0.3105109930038452,0.009059984236955643,0.0174001045525074,0.06514059007167816,0.05789344012737274
34898_0077_A_1925	0.02822139300405979,0.16706617176532745,0.016853092238307,0.023856863379478455,0.010239362716674805,0.08196529746055603
34898_0078_A_1929	0.018484843894839287,0.004185703583061695,0.010640434920787811,0.02076052315533161,0.048216916620731354,0.31416013836860657
34898_0077_A_1927	0.013670150190591812,0.18485814332962036,1.247816562652588,0.13157707452774048,0.29506880044937134,0.10378076881170273
34898_0078_A_1930	0.014589174650609493,0.003692114260047674,0.008483035489916801,0.02794930525124073,0.05750569701194763,0.3346635103225708
34898_0078_A_1931	0.015147649683058262,0.004434139002114534,0.006722553167492151,0.03311949223279953,0.0621550977230072,0.2671455442905426
34898_0078_A_1934	0.026154305785894394,0.02143551968038082,0.11980366706848145,0.04215412586927414,0.03137785568833351,0.05390794202685356
34898_0078_A_1937	0.07675071805715561,0.04492212459445,0.018052835017442703,0.003984328359365463,0.4748830497264862,0.12035007029771805
34898_0078_A_1935	0.040455229580402374,0.04017786681652069,0.006066459696739912,0.09127049148082733,0.09889493882656097,0.06092482805252075
34898_0078_A_1941	0.1075478345155716,0.08332419395446777,0.08914104849100113,0.04770661145448685,0.023875175043940544,0.08850079029798508
34898_0078_A_1932	0.012720485217869282,0.0049545071087777615,0.005645453464239836,0.02280840091407299,0.054071374237537384,0.16255658864974976
34898_0078_A_1936	0.008805069141089916,0.019499991089105606,0.006709656678140163,0.0784972682595253,0.027864620089530945,0.04213771969079971
34898_0078_A_1943	0.016033310443162918,0.004071098752319813,0.004992234520614147,0.09185134619474411,0.06188293173909187,0.3763309717178345
34898_0078_A_1944	0.02188214473426342,0.005315694492310286,0.0053284866735339165,0.10299988836050034,0.05779455602169037,0.3005124032497406
34898_0078_A_1945	0.10826399177312851,0.02147623337805271,0.0071992892771959305,0.2298925369977951,0.11875395476818085,0.16155332326889038
34898_0078_A_1946	0.09153285622596741,0.018391111865639687,0.007182466797530651,0.21423369646072388,0.12144865095615387,0.12616077065467834
34898_0078_A_1947	0.04917769134044647,0.031124968081712723,0.003260635305196047,0.02404242753982544,0.12119270861148834,0.14496846497058868
34898_0078_A_1948	0.045072201639413834,0.027745451778173447,0.005057730711996555,0.026695026084780693,0.24888604879379272,0.13857699930667877
34898_0078_A_1949	0.14961686730384827,0.032619819045066833,0.003914494998753071,0.021596960723400116,0.033850718289613724,0.1276727318763733
34898_0078_A_1952	0.015593929216265678,0.04220094159245491,0.051326148211956024,1.1587629318237305,0.09348774701356888,0.21705549955368042
34898_0078_A_1950	0.047879453748464584,0.13338950276374817,0.006110964342951775,0.02042745053768158,0.015750017017126083,0.19529150426387787
34898_0078_A_1956	0.024215368553996086,0.008114938624203205,0.01200086809694767,0.9719839096069336,0.3053513467311859,0.4671255350112915
34898_0078_A_1955	0.13212326169013977,0.039212021976709366,0.003561836201697588,0.0942370593547821,0.11971069872379303,0.12643516063690186
34898_0078_A_1961	0.24597549438476562,0.14487764239311218,0.010893821716308594,0.354297399520874,0.017646100372076035,0.32930201292037964
34898_0079_A_1964	0.1348978877067566,0.520753026008606,0.10726889222860336,0.006651576608419418,0.04934242367744446,0.15172673761844635
34898_0079_A_1968	0.5385496020317078,1.711936354637146,0.017823267728090286,0.10432958602905273,0.013468727469444275,0.14476539194583893
34898_0079_A_1971	0.21592018008232117,0.07750654220581055,0.0056910389102995396,0.26633474230766296,0.04981500655412674,0.2673494219779968
34898_0079_A_1973	0.1411217749118805,0.08733236789703369,0.0032073911279439926,0.02980203554034233,0.022026007995009422,0.37764328718185425
34898_0079_A_1975	0.014454135671257973,0.02729332074522972,0.35939228534698486,0.8431060910224915,0.04847089946269989,0.1632462590932846
34898_0080_A_1982	0.026399191468954086,0.01360652782022953,0.0034013225231319666,0.02279089018702507,0.03788504749536514,0.049136146903038025
34898_0080_A_1985	0.030576538294553757,0.015451136976480484,0.027158696204423904,0.1465758979320526,0.3573758602142334,0.19353240728378296
34898_0080_A_1989	0.0247779730707407,0.08862758427858353,0.07764217257499695,0.5002018809318542,0.0777394250035286,0.11154849082231522
34898_0080_A_1990	0.025721970945596695,0.012752850539982319,0.026857197284698486,0.060624487698078156,0.2947203516960144,0.11344142258167267
34898_0080_A_1996	0.012789512053132057,0.7041942477226257,0.006512024439871311,0.02548314817249775,0.014237098395824432,0.016886312514543533
34898_0080_A_1995	0.007364924997091293,0.01986093260347843,0.3275807797908783,0.19394172728061676,0.07596948742866516,0.0565091148018837
34898_0080_A_2000	0.0042055100202560425,0.027383290231227875,0.008595188148319721,0.03675173968076706,0.03652423620223999,0.03444455564022064
34898_0080_A_2002	0.022317426279187202,0.0341898575425148,0.008227280341088772,0.061725351959466934,0.10486540198326111,0.33909618854522705
34898_0080_A_2004	0.02596387267112732,0.04690884053707123,0.003620351664721966,0.03027380257844925,0.013124097138643265,0.050641413778066635
34898_0080_A_2005	0.0024003160651773214,0.0052147903479635715,0.01891908049583435,0.02806614711880684,0.029225710779428482,0.04908284917473793
34898_0080_A_2006	0.0027315004263073206,0.006300781387835741,0.01128953043371439,0.030691005289554596,0.02862289547920227,0.043431125581264496
34898_0080_A_2009	0.023335425183176994,0.2199949026107788,0.028405919671058655,0.03243879973888397,0.03582710772752762,0.050581082701683044
34898_0080_A_2011	0.013240618631243706,0.02468724548816681,0.006482100114226341,0.05475969612598419,0.03075825795531273,0.027002334594726562
34898_0079_A_1966	0.046084336936473846,1.9721428155899048,0.04243495315313339,0.016587132588028908,0.01018539723008871,0.13949349522590637
34898_0079_A_1967	0.048087190836668015,1.9767168760299683,0.03694546967744827,0.015691637992858887,0.00918725784868002,0.10952232778072357
34898_0079_A_1976	0.04195322468876839,0.11429746448993683,0.015980448573827744,0.11392632126808167,0.08907903730869293,0.05839668959379196
34898_0080_A_1981	0.026908356696367264,0.016932452097535133,0.0071672070771455765,0.1069326102733612,0.07874123007059097,0.0713353231549263
34898_0080_A_1988	0.011080222204327583,0.11003090441226959,0.0033553815446794033,0.025751827284693718,0.014016281813383102,0.035604678094387054
34898_0080_A_1994	0.02882366068661213,0.12550924718379974,0.031520456075668335,0.08039790391921997,0.04367492347955704,0.058374758809804916
34898_0079_A_1965	0.0027087486814707518,0.031329020857810974,0.014499535784125328,0.3003343343734741,0.02183402143418789,0.06933888792991638
34898_0079_A_1969	0.015630334615707397,0.1285005509853363,0.028001997619867325,0.06405693292617798,0.011856762692332268,0.06498076021671295
34898_0079_A_1970	0.006268773693591356,0.03900811821222305,0.006436420604586601,0.24139809608459473,0.020419983193278313,0.0678391307592392
34898_0079_A_1977	0.05242546275258064,0.03650841489434242,0.004619536455720663,0.13378870487213135,0.008166426792740822,0.06988926231861115
34898_0079_A_1974	0.016833340749144554,0.030380580574274063,0.2864670157432556,0.9084423780441284,0.04799344763159752,0.194085031747818
34898_0079_A_1978	0.1436517983675003,0.03527448698878288,0.010903311893343925,0.1303844302892685,0.04792550951242447,0.9385300874710083
34898_0080_A_1980	0.03417455032467842,0.0020940275862812996,0.038181476294994354,0.04818736016750336,0.4054168462753296,2.0410165786743164
34898_0080_A_1979	0.012557735666632652,0.0020119647961109877,0.11479638516902924,0.09442786127328873,0.7270451188087463,0.8042087554931641
34898_0080_A_1984	0.01942463591694832,0.00836683064699173,0.1507590115070343,0.3037591576576233,0.22940725088119507,0.2552541494369507
34898_0080_A_1983	0.023290807381272316,0.01344399992376566,0.0035304122138768435,0.023495128378272057,0.05378640443086624,0.06439061462879181
34898_0080_A_1986	0.007971744053065777,0.011831763200461864,0.07751382887363434,0.12530677020549774,0.056736141443252563,0.0649062916636467
34898_0080_A_1987	0.009305847808718681,0.010408198460936546,0.006501306779682636,0.1845523566007614,0.14822793006896973,0.12805254757404327
34898_0080_A_1991	0.018084343522787094,0.009713465347886086,0.012615684419870377,0.022989584133028984,0.11828497052192688,0.05527138710021973
34898_0080_A_1993	0.025549933314323425,0.0636087954044342,0.019996076822280884,0.0628025084733963,0.06692839413881302,0.06888093799352646
34898_0080_A_1997	0.034224770963191986,1.7463455200195312,0.05868440121412277,0.019232848659157753,0.01155248936265707,0.16334886848926544
34898_0080_A_1998	0.042889200150966644,1.7613811492919922,0.049797676503658295,0.016016211360692978,0.010504499077796936,0.15987813472747803
34898_0080_A_1999	0.027518369257450104,0.02546606957912445,0.005361427552998066,0.1115279346704483,0.03702765330672264,0.058948516845703125
34898_0080_A_2001	0.0795784741640091,0.09765344113111496,0.010401676408946514,0.020383914932608604,0.03694874048233032,0.15178947150707245
34898_0080_A_2003	0.037426069378852844,0.03557762876152992,0.00417342409491539,0.018220629543066025,0.00912348460406065,0.03454837575554848
34898_0080_A_2007	1.571285605430603,0.5750261545181274,0.0064717610366642475,0.009259400889277458,0.01669200509786606,0.2741262912750244
34898_0080_A_2010	0.02429826185107231,0.14266489446163177,0.013048178516328335,0.024272371083498,0.015243957750499249,0.027560200542211533
34898_0080_A_2015	0.018400683999061584,0.11512558162212372,0.004241207614541054,0.008930857293307781,0.03134111315011978,0.0172727108001709
34898_0080_A_2016	0.03536171093583107,0.13768868148326874,0.006819084286689758,0.04313824698328972,0.008777591399848461,0.15738648176193237
34898_0080_A_2020	0.026778683066368103,1.3142578601837158,0.006199725903570652,0.010023435577750206,0.005448822397738695,0.11081044375896454
34898_0080_A_2019	0.009427046403288841,0.03801589086651802,0.013793161138892174,0.5751848220825195,0.04316333308815956,0.27521592378616333
34898_0080_A_2021	0.09055045992136002,0.2505823075771332,0.005790815223008394,0.09505106508731842,0.004739966709166765,0.07836589217185974
34898_0080_A_2024	1.9889538288116455,0.9622509479522705,0.040347181260585785,0.005122053436934948,0.012360282242298126,0.14334088563919067
